EIN,ObjectId,FormType,TaxPeriod,TaxYear,OrganizationName,TotalAssetsBkEOY,TotalLiabilitiesBkEOY
043473587,202512979349300141,990,2024-12-31,2024,DORCHESTER BAY NEIGHBORHOOD LOAN FUND INC,3085359,2355773
043473587,202413209349302366,990,2023-12-31,2023,DORCHESTER BAY NEIGHBORHOOD LOAN FUND INC,2731263,1631378
043473587,202333199349307053,990,2022-12-31,2022,DORCHESTER BAY NEIGHBORHOOD LOAN FUND INC,1967600,991209
043586322,202513149349304286,990,2024-12-31,2024,CHAVEZ COMMUNITY CAPITAL,606643,300001
043586322,202443189349311139,990,2023-12-31,2023,CHAVEZ COMMUNITY CAPITAL,217637,0
233032463,202610999349300016,990,2025-06-30,2024,IMPACT LOAN FUND INC,9733752,4325624
233032463,202520299349301502,990,2024-06-30,2023,IMPACT LOAN FUND INC,9037274,3930046
233032463,202411289349300111,990,2023-06-30,2022,IMPACT LOAN FUND INC,8622777,3511864
271087774,202402629349300400,990,2023-12-31,2023,MOUNTAIN HOUSING OPPORTUNITIES LOAN FUND INC,8585234,295669
271087774,202312769349300241,990,2022-12-31,2022,MOUNTAIN HOUSING OPPORTUNITIES LOAN FUND INC,9168190,1039568
271087774,202213199349317921,990,2021-12-31,2021,MOUNTAIN HOUSING OPPORTUNITIES LOAN FUND INC,9146159,1355868
271260007,201510369349301201,990,2014-09-30,2013,,0,0
271260007,201410359349300336,990,2013-09-30,2012,CHAMPLAIN HOUSING LOAN FUND INC,3482946,103121
271260007,201310389349300411,990,2012-09-30,2011,CHAMPLAIN HOUSING LOAN FUND INC,3017347,83871
273565865,202521189349300232,990,2024-06-30,2023,EAST CENTRAL IOWA HOUSING TRUST FUN,398849,2385
273565865,202441359349300634,990,2023-06-30,2022,EAST CENTRAL IOWA HOUSING TRUST FUN,367656,2209
273565865,202331319349306808,990,2022-06-30,2021,EAST CENTRAL IOWA HOUSING TRUST FUN,306881,5218
274149384,202521339349304017,990,2024-06-30,2023,MIDLANDS HOUSING TRUST FUND,3137252,757373
274149384,202431359349305473,990,2023-06-30,2022,MIDLANDS HOUSING TRUST FUND,2991708,845664
274149384,202311359349303406,990,2022-06-30,2021,MIDLANDS HOUSING TRUST FUND,2506175,799300
391540148,202532899349300443,990,2024-12-31,2024,DOUGLAS COUNTY REVOLVING LOAN FUND INC,831568,0
391540148,202403109349302055,990,2023-12-31,2023,DOUGLAS COUNTY REVOLVING LOAN FUND INC,854705,0
391540148,202312849349301201,990,2022-12-31,2022,DOUGLAS COUNTY REVOLVING LOAN FUND INC,868554,0
416023998,202523029349302727,990,2024-12-31,2024,MINNESOTA KNIGHTS OF COLUMBUS STUDENT LOAN FUND INC,2230783,934
416023998,202413169349303501,990,2023-12-31,2023,MINNESOTA KNIGHTS OF COLUMBUS STUDENT LOAN FUND INC,2259108,0
416023998,202323149349301562,990,2022-12-31,2022,MINNESOTA KNIGHTS OF COLUMBUS STUDENT LOAN FUND INC,2244871,0
560774769,202501349349308035,990,2024-06-30,2023,THE JAMES W DENMARK LOAN FUND INC,5917539,2839
560774769,202411349349303781,990,2023-06-30,2022,THE JAMES W DENMARK LOAN FUND INC,5326211,600
560774769,202321359349307477,990,2022-06-30,2021,THE JAMES W DENMARK LOAN FUND INC,4883730,1600
680400624,201911969349301066,990,2019-06-30,2018,Sacramento Community Clinic Co Capitol Health Network,0,0
680400624,201832509349300903,990,2018-06-30,2017,Sacramento Community Clinic Co Capitol Health Network,305476,32724
832202198,202303199349311005,990,2022-12-31,2022,CATALYST COMMUNITY CAPITAL INC,654688,1090098
832202198,202300399349301015,990,2021-12-31,2021,CATALYST COMMUNITY CAPITAL INC,6039917,6631698
832202198,202113199349319231,990,2020-12-31,2020,CATALYST COMMUNITY CAPITAL INC,6050628,6672841
850674277,202513029349302271,990,2024-12-31,2024,Borderplex Community Capital Inc,4356775,159679
850674277,202442839349300119,990,2023-12-31,2023,Borderplex Community Capital Inc,4209203,285
850674277,202342989349301419,990,2022-12-31,2022,Boderplex Community Capital Inc,4909846,850
862031867,202610479349301651,990,2025-09-30,2024,GREATER TEXAS CAPITAL COMMUNITY FINANCE,457835,33522
862031867,202500419349302030,990,2024-09-30,2023,GREATER TEXAS CAPITAL COMMUNITY FINANCE,329874,2215
862031867,202410269349300011,990,2023-09-30,2022,GREATER TEXAS CAPITAL COMMUNITY FINANCE,206470,8145
936032331,202630639349301008,990,2025-12-31,2025,Coos Bay Student Loan Fund,656144,0
936032331,202510489349301731,990,2024-12-31,2024,Coos Bay Student Loan Fund,641224,0
936032331,202401279349302360,990,2023-12-31,2023,Coos Bay Student Loan Fund,631288,0
953685889,202523049349302717,990,2024-12-31,2024,SPRINGBOARD CDFI,10399688,1648729
953685889,202413199349315571,990,2023-12-31,2023,SPRINGBOARD CDFI,9636256,1164030
953685889,202332089349300823,990,2022-12-31,2022,SPRINGBOARD CDFI,9349739,700952
010793507,202542039349301804,990,2024-12-31,2024,South Carolina Community Loan Fund,49607336,33987519
010793507,202422149349300307,990,2023-12-31,2023,SOUTH CAROLINA COMMUNITY LOAN FUND,42236648,29337981
010793507,202312489349300336,990,2022-12-31,2022,SOUTH CAROLINA COMMUNITY LOAN FUND,41580650,31039066
010824510,202630739349300408,990,2025-06-30,2024,DALLAS COUNTY LOCAL HOUSING TRUST FUND INC,220431,21251
010824510,202521359349315257,990,2024-06-30,2023,DALLAS COUNTY LOCAL HOUSING TRUST FUND INC,56259,36528
010824510,202421279349302312,990,2023-06-30,2022,DALLAS COUNTY LOCAL HOUSING TRUST FUND INC,3537,20280
010916120,201222859349300622,990,2011-12-31,2011,TURTLE MOUNTAIN COMMUNITY DEVELOPMENT FINANCIAL INSTITUTION INCORPORATED,751963,38128
050483965,202511359349301901,990,2024-06-30,2023,PROVIDENCE BUSINESS LOAN FUND,11283132,2509961
050483965,202420759349301687,990,2023-06-30,2022,PROVIDENCE BUSINESS LOAN FUND,11526356,2377643
050483965,202321039349300612,990,2022-06-30,2021,PROVIDENCE BUSINESS LOAN FUND,11655317,2388962
050566668,202523219349315482,990,2024-12-31,2024,COMMUNITY LUNCH ON CAPITOL HILL,661604,14725
050566668,202411659349302006,990,2023-12-31,2023,COMMUNITY LUNCH ON CAPITOL HILL,770580,10894
050566668,202303179349311005,990,2022-12-31,2022,COMMUNITY LUNCH ON CAPITOL HILL,787714,7372
270814338,201631249349301758,990,2015-09-30,2014,Suncoast Community Capital Corporation,105002,17865
270814338,201511319349303481,990,2014-09-30,2013,,137576,21642
270814338,201411349349307886,990,2013-09-30,2012,SUNCOAST COMMUNITY CAPITAL CORPORATION,116708,2661
311539762,202503169349300505,990,2024-12-31,2024,NATIONAL HOUSING TRUST COMMUNITY DEVELOPMENT FUND,81057921,48636849
311539762,202443209349325624,990,2023-12-31,2023,NATIONAL HOUSING TRUST COMMUNITY DEVELOPMENT FUND,71693428,44233434
311539762,202333199349330008,990,2022-12-31,2022,NATIONAL HOUSING TRUST COMMUNITY DEVELOPMENT FUND,62900915,40908508
341772362,201102659349300300,990,2010-12-31,2010,COLUMBIANA COUNTY MINI LOAN FUND INC,246918,152904
363762123,202402789349301670,990,2023-12-31,2023,THE CHICAGO COMMUNITY LOAN FUND,179995748,127440302
363762123,202333009349301868,990,2022-12-31,2022,THE CHICAGO COMMUNITY LOAN FUND,158934389,112231722
363762123,202202869349301555,990,2021-12-31,2021,THE CHICAGO COMMUNITY LOAN FUND,136728558,94873813
842139522,202501999349300510,990,2024-09-30,2023,PANAMA CITY HOUSING FUNDING CORPORATION,582199,0
842139522,202432069349300413,990,2023-09-30,2022,PANAMA CITY HOUSING FUNDING CORPORATION,632213,0
842139522,202342149349300249,990,2022-09-30,2021,PANAMA CITY HOUSING FUNDING CORPORATION,651730,0
842419446,202541619349301044,990,2023-12-31,2023,CDF HEALTHCARE - CENLA INC,5168192,4299027
853225961,202610989349300926,990,2025-12-31,2025,SMALL BUSINESS EMPOWERMENT FUND CDFI,1279103,62000
853225961,202521159349300517,990,2024-12-31,2024,SMALL BUSINESS EMPOWERMENT FUND CDFI,760058,62000
853225961,202431129349300703,990,2023-12-31,2023,SMALL BUSINESS EMPOWERMENT FUND CDFI,251088,463
942741608,202600289349300020,990,2025-09-30,2024,MOUNTAIN WEST SMALL BUSINESS FINANCE,16568590,3302289
942741608,202500509349300320,990,2024-09-30,2023,MOUNTAIN WEST SMALL BUSINESS FINANCE,14174209,3539123
942741608,202400459349302125,990,2023-09-30,2022,MOUNTAIN WEST SMALL BUSINESS FINANCE,11905717,3880116
010728162,202511349349309166,990,2024-12-31,2024,Coalition of Community Development Financial Institutions Inc,336485,0
010728162,202441369349306404,990,2023-12-31,2023,Coalition of Community Development Financial Institutions Inc,416899,0
010728162,202341359349307539,990,2022-12-31,2022,Coalition of Community Development Financial Institutions Inc,292320,0
061469830,201603079349300525,990,2015-12-31,2015,Community Capital Fund Inc,18763744,13229065
061469830,201541739349300679,990,2014-12-31,2014,COMMUNITY CAPITAL FUND INC,19731943,13321269
061469830,201411749349300761,990,2013-12-31,2013,,18087168,13313335
200185800,202640979349300439,990,2025-06-30,2024,COMMUNITY FIRST CAPITAL CORP,8330521,5830521
200185800,202541359349311249,990,2024-06-30,2023,COMMUNITY FIRST CAPITAL CORP,8792864,6292864
200185800,202441349349302014,990,2023-06-30,2022,COMMUNITY FIRST CAPITAL CORP,8510947,8310947
237128835,202522029349301672,990,2024-12-31,2024,CITIZENS OF GEORGIA POWER EDUCATIONAL LOAN FUND INC,1165122,0
237128835,202431359349306653,990,2023-12-31,2023,CITIZENS OF GEORGIA POWER EDUCATIONAL LOAN FUND INC,1030330,0
237128835,202422329349300022,990,2022-12-31,2022,CITIZENS OF GEORGIA POWER,966340,0
272843925,202301359349309735,990,2022-06-30,2021,COMMUNITY CAPITAL RESOURCES HOUSING DEVELOPMENT FUND CORPORATION,343355,45239
272843925,202221369349303392,990,2021-06-30,2020,COMMUNITY CAPITAL RESOURCES HOUSING DEVELOPMENT FUND CORPORATION,360691,39328
272843925,202121939349301062,990,2020-06-30,2019,COMMUNITY CAPITAL RESOURCES HOUSING DEVELOPMENT FUND CORPORATION,378028,36119
381791181,202522259349301002,990,2024-09-30,2023,CAPITAL AREA COMMUNITY SERVICES INC,5104568,2431327
381791181,202542189349300744,990,2023-09-30,2022,CAPITAL AREA COMMUNITY SERVICES INC,5507428,2824582
381791181,202432289349303658,990,2023-09-30,2022,CAPITAL AREA COMMUNITY SERVICES INC,5181887,2499039
460612061,202003479349300600,990,2020-01-31,2019,COMMUNITY CAPITAL CORPORATION - SONIA GUTIERREZ CAMPUS,0,0
460612061,202031849349301033,990,2019-06-30,2018,COMMUNITY CAPITAL CORPORATION - SONIA GUTIERREZ CAMPUS,29473180,21426346
460612061,201941359349312769,990,2018-06-30,2017,COMMUNITY CAPITAL CORPORATION - SONIA GUTIERREZ CAMPUS,28870792,22266872
471562918,202610309349301336,990,2025-06-30,2024,Aspire Community Capital,298362,69791
471562918,202501329349306050,990,2024-06-30,2023,Aspire Community Capital,570536,103097
471562918,202420389349302007,990,2023-06-30,2022,Aspire Community Capital,839705,165706
561942969,202533209349301243,990,2024-12-31,2024,CAPITAL COMMUNITY FOUNDATION INC,19735393,0
561942969,202541149349301704,990,2023-12-31,2023,CAPITAL COMMUNITY FOUNDATION INC,19472267,0
561942969,202323199349312172,990,2022-12-31,2022,CAPITAL COMMUNITY FOUNDATION INC,19849960,0
582470073,202513219349314161,990,2024-12-31,2024,SOUTH CAROLINA COMMUNITY CAPITAL ALLIANCE,1386878,560000
582470073,202530389349301853,990,2023-12-31,2023,SOUTH CAROLINA COMMUNITY CAPITAL ALLIANCE,739464,250000
650545058,202541339349302439,990,2024-06-30,2023,FLORIDA COMMUNITY LOAN FUND INC,179958433,119829342
650545058,202431369349306303,990,2023-06-30,2022,FLORIDA COMMUNITY LOAN FUND INC,147904543,94522198
650545058,202341319349307864,990,2022-06-30,2021,FLORIDA COMMUNITY LOAN FUND INC,127872101,81533591
721366516,202002169349300115,990,2018-12-31,2018,SCDF LOAN & TECHNICAL ASSISTANCE FUND INC,1076382,204672
721366516,201843199349317304,990,2017-12-31,2017,SCDF LOAN & TECHNICAL ASSISTANCE FUND INC,1157940,134094
721366516,201733199349317928,990,2016-12-31,2016,SCDF LOAN & TECHNICAL ASSISTANCE FUND INC,1026863,65783
721462917,202543119349300439,990,2024-12-31,2024,COMMUNITY DEVELOPMENT CAPITAL,1062865,425490
721462917,202443139349302409,990,2023-12-31,2023,COMMUNITY DEVELOPMENT CAPITAL,1141433,425745
721462917,202303199349302020,990,2022-12-31,2022,COMMUNITY DEVELOPMENT CAPITAL,1036559,253700
823541909,202513109349303451,990,2024-12-31,2024,AKIPTAN INC,36985159,12733355
823541909,202443179349303314,990,2023-12-31,2023,AKIPTAN INC,26940042,9545223
823541909,202333199349321443,990,2022-12-31,2022,AKIPTAN INC,18998065,4992257
833678930,202503049349301340,990,2024-12-31,2024,CDFI FRIENDLY BLOOMINGTON INC,2301458,56796
833678930,202413179349300331,990,2023-12-31,2023,CDFI FRIENDLY BLOOMINGTON INC,2210563,5757
833678930,202323179349302067,990,2022-12-31,2022,CDFI FRIENDLY BLOOMINGTON INC,2273620,0
841102481,202601139349301245,990,2025-12-31,2025,NORTHEASTERN COLORADO REVOLVING LOAN FUND,5268775,20444
841102481,202502899349300220,990,2024-12-31,2024,NORTHEASTERN COLORADO REVOLVING,5133204,20444
841102481,202422499349301827,990,2023-12-31,2023,NORTHEASTERN COLORADO REVOLVING,5141694,31392
954738172,202123199349323482,990,2020-12-31,2020,TELACU COMMUNITY CAPITAL,2431265,754310
954738172,202003219349321040,990,2019-12-31,2019,TELACU COMMUNITY CAPITAL,2421258,743674
954738172,201943199349317254,990,2018-12-31,2018,TELACU COMMUNITY CAPITAL,8854292,745199
010838477,202533189349304068,990,2024-12-31,2024,SOUTHERN IOWA COG HOUSING TRUST FUND INC,1560614,101573
010838477,202422799349300102,990,2023-12-31,2023,SOUTHERN IOWA COG HOUSING TRUST FUND INC,1465683,49607
010838477,202332319349300058,990,2022-12-31,2022,SOUTHERN IOWA COG HOUSING TRUST FUND INC,1434526,38879
030239902,202631139349301193,990,2025-06-30,2024,VERMONT HOUSING FINANCE AGENCY,705400189,581756027
030239902,202531289349301328,990,2024-06-30,2023,VERMONT HOUSING FINANCE AGENCY,592730424,480538581
030239902,202411229349301321,990,2023-06-30,2022,VERMONT HOUSING FINANCE AGENCY,515556034,411039983
222513381,202432569349301133,990,2024-06-30,2023,CAPITAL FOUNDATION INC,2729387,126313
222513381,202411319349302101,990,2023-06-30,2022,CAPITAL COMMUNITY COLLEGE FOUNDATION INC,2306889,801
222513381,202202859349300530,990,2022-06-30,2021,CAPITAL COMMUNITY COLLEGE FOUNDATION INC,2017388,19701
222706505,202412629349300736,990,2023-12-31,2023,COMMUNITY LOAN FUND OF THE CAPITAL REGION INC,26895511,12889463
222706505,202332159349300638,990,2022-12-31,2022,COMMUNITY LOAN FUND OF THE CAPITAL REGION INC,26693595,12800331
222706505,202242849349300414,990,2021-12-31,2021,COMMUNITY LOAN FUND OF THE CAPITAL REGION INC,23812601,10178422
231663795,202522969349300402,990,2025-09-30,2024,MANHEIM CENTRAL SCHOOL DISTRICT STUDENT LOAN FUND ASSOCIATION,1891764,0
231663795,202403239349300300,990,2024-09-30,2023,MANHEIM CENTRAL SCHOOL DISTRICT STUDENT LOAN FUND ASSOCIATION,1832596,0
231663795,202343159349301409,990,2023-09-30,2022,MANHEIM CENTRAL SCHOOL DISTRICT STUDENT LOAN FUND ASSOCIATION,1774520,0
233088989,202502799349300040,990,2024-12-31,2024,Community Capital Advisors,927390,0
233088989,202411319349305356,990,2023-12-31,2023,Community Capital Advisors,850300,0
233088989,202311939349300726,990,2022-12-31,2022,Community Capital Advisors,769500,0
237314940,202533149349301873,990,2025-06-30,2024,Chinese Community Center of Capital District of NY,1234721,0
237314940,202433139349303273,990,2024-06-30,2023,Chinese Community Center of Capital District of NY,1203109,3682
237314940,202303139349302380,990,2023-06-30,2022,Chinese Community Center of Capital District of NY,1125487,0
473954632,202640929349301514,990,2025-09-30,2024,EVERGREEN BUSINESS CAPITAL COMMUNITY FINANCE,5779869,4204241
473954632,202530659349301803,990,2024-09-30,2023,EVERGREEN BUSINESS CAPITAL COMMUNITY FINANCE,5895232,4365494
473954632,202420789349300332,990,2023-09-30,2022,EVERGREEN BUSINESS CAPITAL COMMUNITY FINANCE,2034034,1069553
521293119,202401459349301125,990,2023-12-31,2023,NATIONAL ASSOCIATION OF LOCAL HOUSING FINANCE AGENCIES,802571,263779
521293119,202342309349300144,990,2022-12-31,2022,NATIONAL ASSOCIATION OF LOCAL HOUSING FINANCE AGENCIES,564295,7353
521293119,202222849349301047,990,2021-12-31,2021,NATIONAL ASSOCIATION OF LOCAL HOUSING FINANCE AGENCIES,592040,74125
721336040,202621119349300007,990,2025-12-31,2025,THE LOUISIANA COMMUNITY DEVELOPMENT CAPITAL FUND INC,5042874,390000
721336040,202520719349301712,990,2024-12-31,2024,THE LOUISIANA COMMUNITY DEVELOPMENT CAPITAL FUND INC,0,0
901249297,202511129349301951,990,2024-12-31,2024,BDC COMMUNITY CAPITAL CORPORATION,12702973,11196409
901249297,202432149349301243,990,2023-12-31,2023,BDC COMMUNITY CAPITAL CORPORATION,7810171,6326003
901249297,202322159349300932,990,2022-12-31,2022,BDC COMMUNITY CAPITAL CORPORATION,7847018,6297460
911639209,201723129349301992,990,2017-06-30,2016,NCW BUSINESS LOAN FUND,2292068,1195791
911639209,201711309349302396,990,2016-06-30,2015,NCW BUSINESS LOAN FUND,2356589,1302580
911639209,201640579349300539,990,2015-06-30,2014,NCW BUSINESS LOAN FUND,2391205,1298164
920295563,202522819349300602,990,2024-12-31,2024,CAPITAL REGION COMMUNITY MEDIA INC,114114,7944
920295563,202423209349311217,990,2023-12-31,2023,CAPITAL REGION COMMUNITY MEDIA INC,111611,216
943032394,202512039349301441,990,2024-09-30,2023,COMMUNITY VISION CAPITAL & CONSULTING,161816185,112664111
943032394,202411979349302386,990,2023-09-30,2022,COMMUNITY VISION CAPITAL & CONSULTING,129891649,92196482
943032394,202322139349301447,990,2022-09-30,2021,COMMUNITY VISION CAPITAL & CONSULTING,119686017,82179276
208181931,202522939349301072,990,2024-12-31,2024,RENAISSANCE COMMUNITY LOAN FUND,66494902,36571093
208181931,202412129349300141,990,2023-12-31,2023,RENAISSANCE COMMUNITY LOAN FUND,61916456,32184636
208181931,202312059349300986,990,2022-12-31,2022,RENAISSANCE COMMUNITY LOAN FUND,53451589,23501354
270177378,202432599349300623,990,2023-12-31,2023,CHEHALIS TRIBAL LOAN FUND,1396431,406854
270177378,202342729349300049,990,2022-12-31,2022,CHEHALIS TRIBAL LOAN FUND,1245901,436735
270177378,202223049349301402,990,2021-12-31,2021,CHEHALIS TRIBAL LOAN FUND,1519622,808791
274689832,202530489349300543,990,2024-03-31,2023,ROCK ISLAND COUNTY HOUSING FINANCE CORP,17487203,15984705
274689832,202430449349301418,990,2023-03-31,2022,ROCK ISLAND COUNTY HOUSING FINANCE CORP,17211675,15807004
274689832,202310409349301301,990,2022-03-31,2021,ROCK ISLAND COUNTY HOUSING FINANCE CORP,14516838,12153602
311788400,202532809349301563,990,2024-12-31,2024,Virginia Affordable Housing Loan Fund,738584,637349
455094294,202600289349300225,990,2025-06-30,2024,NEIGHBORHOOD HOUSING FINANCE CORPORATION,15078285,12431455
455094294,202511329349300916,990,2024-06-30,2023,NEIGHBORHOOD HOUSING FINANCE CORPORATION,13363979,10925411
455094294,202401249349300035,990,2023-06-30,2022,NEIGHBORHOOD HOUSING FINANCE CORPORATION,13063147,10586665
460572689,202403549349300745,990,2023-12-31,2023,Los Angeles Community Capital,5811000,5811000
460572689,202433539349301038,990,2022-12-31,2022,Los Angeles Community Capital,5917160,5917160
462827486,202512879349300121,990,2024-12-31,2024,APPALACHIAN COMMUNITY CAPITAL DEVELOPMENT FOUNDATION,18336441,18294534
462827486,202432609349300948,990,2023-12-31,2023,APPALACHIAN COMMUNITY CAPITAL DEVELOPMENT FOUNDATION,273759,266667
462827486,202331949349301233,990,2022-12-31,2022,APPALACHIAN COMMUNITY CAPITAL DEVELOPMENT FOUNDATION,609346,598745
464588351,202630979349301903,990,2025-06-30,2024,HO-CHUNK COMMUNITY CAPITAL,1467585,5700
464588351,202510739349301236,990,2024-06-30,2023,HO-CHUNK COMMUNITY CAPITAL,1575361,34480
464588351,202441369349307999,990,2023-06-30,2022,HO-CHUNK COMMUNITY CAPITAL,1099575,23754
473998032,201823199349312882,990,2017-12-31,2017,Capital Hill Community Health Center Inc,3284,61606
473998032,201703199349303080,990,2016-12-31,2016,Capital Hill Community Health Center Inc,2728,141820
510157280,202541279349300044,990,2024-12-31,2024,WELKER EDUCATIONAL SCHOLARSHIP FUND,1546211,0
510157280,202411279349303606,990,2023-12-31,2023,WELKER EDUCATIONAL SCHOLARSHIP FUND,1573645,0
510157280,202300899349301425,990,2022-12-31,2022,WELKER EDUCATIONAL SCHOLARSHIP & LOAN FD FIRST INTERSTATE BANK TRUSTEE,1536439,0
541884190,202641129349300119,990,2024-12-31,2024,CAPITAL AREA HEALTH NETWORK,13183241,6758374
541884190,202421309349301557,990,2023-12-31,2023,CAPITAL AREA HEALTH NETWORK,13478269,4725040
541884190,202331819349301228,990,2022-12-31,2022,CAPITAL AREA HEALTH NETWORK,15372902,3866633
760573676,202533039349300038,990,2024-12-31,2024,COVENANT COMMUNITY CAPITAL CORPORATION,7943258,2643801
760573676,202442699349300129,990,2023-12-31,2023,COVENANT COMMUNITY CAPITAL CORPORATION,8316557,2967234
760573676,202333199349314473,990,2022-12-31,2022,COVENANT COMMUNITY CAPITAL CORPORATION,9150132,3693805
841940435,202511359349317796,990,2024-06-30,2023,GREEN LEVEL HIGH SCHOOL BAND BOOSTERS INC,269098,34289
841940435,202441359349304579,990,2023-06-30,2022,GREEN LEVEL HIGH SCHOOL BAND BOOSTERS INC,170156,50740
841940435,202302159349300245,990,2022-06-30,2021,GREEN LEVEL HIGH SCHOOL BAND BOOSTERS INC,199010,66492
850765390,202541019349301539,990,2024-12-31,2024,CENTRAL GULF COAST CDF FREEDOM SCHOOLS,23681,184
850765390,202440929349300244,990,2023-12-31,2023,CENTRAL GULF COAST CDF FREEDOM SCHOOLS,160251,775
852659114,202532239349300638,990,2024-12-31,2024,African American Alliance of CDFI CEOs,14539403,3306493
852659114,202413209349320616,990,2023-12-31,2023,African American Alliance of CDFI CEOs,12206534,3735383
852659114,202241339349306664,990,2021-12-31,2021,AFRICAN AMERICAN ALLIANCE OF CDFI CEOs Inc,1872955,75074
943308385,202630219349301453,990,2025-06-30,2024,COMMUNITY DEVELOPMENT FINANCE,616863,1737
943308385,202521349349311437,990,2024-06-30,2023,COMMUNITY DEVELOPMENT FINANCE,6041339,101459
943308385,202441359349313114,990,2023-06-30,2022,COMMUNITY DEVELOPMENT FINANCE,7063935,128188
811809664,202620339349200202,990EZ,2025-12-31,2025,NEW YORK STATE CDFI COALITION INC,99954,
811809664,202500749349200600,990EZ,2024-12-31,2024,NEW YORK STATE CDFI COALITION INC,92591,
812323130,202640369349201304,990EZ,2025-12-31,2025,GREEN BAY CITY BAND INC,7168,
812323130,202520379349200722,990EZ,2024-12-31,2024,GREEN BAY CITY BAND INC,7267,
881884457,202423209349211442,990EZ,2023-12-31,2023,Texas Development Finance Association,18000,
923039687,202620639349200647,990EZ,2024-09-30,2023,PAKINI LOAN FUND,459265,333551
341426080,202401909349200750,990EZ,2024-05-31,2023,BOWLING GREEN BAND BOOSTERS ASSOCIATION,26485,0
341426080,202342409349200204,990EZ,2023-05-31,2022,BOWLING GREEN BAND BOOSTERS ASSOCIATION,45652,0
742961322,202212209349200741,990EZ,2021-12-31,2021,TEXAS HOUSING FINANCE CORPORATION FUND V,0,
742961322,202131329349202518,990EZ,2020-12-31,2020,TEXAS HOUSING FINANCE CORPORATION FUND V,0,
261705907,202032399349200643,990EZ,2019-11-30,2018,CLAY COUNTY LOCAL HOUSING TRUST FUND INC,0,
261705907,201910329349200006,990EZ,2018-11-30,2017,CLAY COUNTY LOCAL HOUSING TRUST FUND INC,6251,
431554850,201832809349200303,990EZ,2018-08-31,2017,CAPITAL AREA COMMUNITY SERVICE AGENCY,0,
431554850,201801969349200155,990EZ,2017-08-31,2016,CAPITAL AREA COMMUNITY SERVICE AGENCY,3937,1842
581478499,201902269349201060,990EZ,2018-12-31,2018,TENNESSEE MEDICAL ASSOCIATION IMPAIRED LOAN FUND,390284,0
581478499,201801839349200500,990EZ,2017-12-31,2017,TENNESSEE MEDICAL ASSOCIATION IMPAIRED LOAN FUND,414608,0
742884025,202232209349200343,990EZ,2021-12-31,2021,TEXAS HOUSING FINANCE CORPORATION FUND IV,0,
742884025,202111329349202426,990EZ,2020-12-31,2020,TEXAS HOUSING FINANCE CORPORATION FUND IV,0,
930677588,201830479349200023,990EZ,2017-12-31,2017,NORTH BEND STUDENT LOAN FUND,0,
930677588,201741319349202274,990EZ,2016-12-31,2016,NORTH BEND STUDENT LOAN FUND,389141,7356
330348343,202301359349205930,990EZ,2022-12-31,2022,CALIFORNIA ASSOCIATION OF LOCAL HOUSING FINANCE AGENCIES,53596,
330348343,202231029349200328,990EZ,2021-12-31,2021,CALIFORNIA ASSOCIATION OF LOCAL HOUSING FINANCE AGENCIES,59716,
334599115,202600599349200310,990EZ,2025-12-31,2025,Friends of Green Canyon Band,36748,0
650801446,202412429349200536,990EZ,2023-12-31,2023,Jewish Free Loan Society G'Miloot Fund of Greater Hollywood Inc,91447,
650801446,202402469349200805,990EZ,2022-12-31,2022,Jewish Free Loan Society G'Miloot Fund of Greater Hollywood Inc,86334,
752819936,201711669349200536,990EZ,2016-07-31,2015,Greater Dallas Jewish Community Capital Campaign For The 21st Century,0,0
752819936,201620759349200757,990EZ,2015-07-31,2014,Greater Dallas Jewish Community Capital Campaign For The 21st Century,462280,15335
853830585,202401659349200240,990EZ,2023-12-31,2023,UPI Loan Fund,337064,365640
341369386,202600709349200425,990EZ,2025-04-30,2024,GREEN BAND BOOSTERS,224881,0
341369386,202520639349201552,990EZ,2024-04-30,2023,GREEN BAND BOOSTERS,227337,
237059382,201903439349200325,990EZ,2019-06-30,2018,LYCOMING REVOLVING LOAN FUND INC,216704,500
237059382,201813239349200416,990EZ,2018-06-30,2017,LYCOMING REVOLVING LOAN FUND INC,224584,500
462293709,202630289349200608,990EZ,2025-06-30,2024,NEIGHBORWORKS SOMA REALTY INC,295528,0
462293709,202541329349201594,990EZ,2024-06-30,2023,NEIGHBORWORKS SOMA REALTY INC,276663,0
462535520,202342209349200534,990EZ,2022-07-31,2022,MOUNTAINLAND SMALL BUSINESS LOAN FUND,0,0
742998697,202222209349200537,990EZ,2021-12-31,2021,TEXAS HOUSING FINANCE CORPORATION FUND VI,0,
742998697,202141329349200904,990EZ,2020-12-31,2020,TEXAS HOUSING FINANCE CORPORATION FUND VI,0,171
260759085,201723269349200417,990EZ,2017-06-30,2016,FAYETTE COUNTY LOCAL HOUSING TRUST FUND INC,413253,20503
260759085,201623029349200032,990EZ,2016-06-30,2015,FAYETTE COUNTY LOCAL HOUSING TRUST FUND INC,395956,18635
873545028,202343149349202254,990EZ,2022-12-31,2022,COMMUNITY CAPITAL,50558,0
311499733,202620829349201907,990EZ,2025-09-30,2024,BUSINESS DEVELOPMENT FINANCE CORPORATION,14920,0
311499733,202500849349200905,990EZ,2024-09-30,2023,BUSINESS DEVELOPMENT FINANCE CORPORATION,14920,0
453447435,202413199349202796,990EZ,2023-12-31,2023,ANEWAMERICA CDFI,100200,0
453447435,202333539349200003,990EZ,2022-12-31,2022,ANEWAMERICA CDFI,100100,0
